"ABM Industries Inc"	"ABM"	"N - New York"	"52  - Industrials"	"52203040 - Business Support Services"	1.120	65.407	1.100	18.000	-29.000	6.000	11.000	40.000	97.500	357.000	2455.000	4524.000	3021.100	-0.040	45.310	81.670	83.900	1.800	-2.790	-7.100	6.000	13.880	41.490	-2.620	11/28/2022	54.000	37.680	103.480	-1.620	-2.020	-8.490	12.190	2.470	66.800	67.200	67.900	67.700	67.500	67.300	67.200	66.900	67.400	66.900	66.600	66.100	57.700	56.300	56.700	-9999999999.990	05/07/2002	2.000	261.000	6490.000	14703.100
"ABIOMED Inc"	"ABMD"	"M - Nasdaq"	"56  - Healthcare"	"56101010 - Advanced Medical Equipment & Technology"	1.370	44.178	1.100	13.000	22.000	12.000	63.000	40.000	97.100	807.000	2266.000	1886.000	17048.100	0.050	377.230	97.370	98.800	49.650	46.790	41.640	24.400	33.160	42.070	15.720	11/28/2022	381.990	219.845	135.150	44.630	47.950	39.500	33.330	17.210	45.372	45.575	45.523	45.508	45.437	45.311	45.245	45.201	45.445	45.140	45.179	44.911	44.153	43.238	42.204	-9999999999.990	10/02/2000	2.000	1490.000	18094.000	341279.980
"Airbnb Inc"	"ABNB"	"M - Nasdaq"	"57  - Technology"	"57201030 - Online Services"	-9999999999.990	383.221	3.200	5.000	-3274.000	11.000	8200.000	11474.000	64.300	1311.000	24908.000	29890.000	61842.400	-0.510	95.300	43.330	49.700	-10.860	-16.070	-20.910	-9999999999.990	-9999999999.990	-9999999999.990	-45.190	11/28/2022	191.730	86.710	92.160	-13.850	-15.400	-22.100	-36.850	-12.200	638.696	638.407	635.314	629.631	621.012	611.739	600.960	608.397	615.891	608.397	596.125	596.125	596.125	596.125	596.125	-9999999999.990	/  /	-9999999999.990	4790.000	129300.000	616114.500
"Acumen Pharmaceuticals Inc"	"ABOS"	"M - Nasdaq"	"56  - Healthcare"	"56202010 - Biotechnology & Medical Research"	-9999999999.990	34.554	0.000	0.000	0.000	0.000	0.000	0.000	77.200	73.000	4270.000	2394.000	253.300	0.000	6.320	23.420	57.600	-8.670	20.380	77.530	-9999999999.990	-9999999999.990	-9999999999.990	-23.580	11/28/2022	10.970	3.020	96.980	-11.740	21.330	74.860	-11.950	6.530	40.503	40.497	40.473	20.058	38.267	38.652	38.652	-9999999999.990	20.058	38.652	38.652	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	134.000	29576.000	9346.020
"Arbor Realty Trust Inc"	"ABR"	"N - New York"	"60  - Real Estate"	"60102040 - REITs - Specialized"	1.870	167.694	0.900	1.000	-126.000	3.000	9.000	135.000	44.200	327.000	6586.000	6565.000	2511.100	-0.070	14.590	70.350	77.300	5.960	-4.390	-12.210	-1.300	18.420	56.930	-19.440	11/28/2022	18.880	11.160	103.510	2.400	-3.640	-13.530	-7.180	-1.590	170.228	163.044	153.420	148.010	142.624	135.262	125.235	119.920	137.831	113.812	92.851	71.029	58.568	51.905	51.453	-9999999999.990	12/27/2018	1.012	1869.000	47305.000	34509.000
"Absci Corp"	"ABSI"	"M - Nasdaq"	"56  - Healthcare"	"56202010 - Biotechnology & Medical Research"	-9999999999.990	62.839	0.700	1.000	50.000	0.000	50.000	0.000	48.100	115.000	2294.000	612.000	207.000	0.050	2.295	7.280	19.300	-27.370	-30.460	-40.700	-9999999999.990	-9999999999.990	-9999999999.990	-79.160	11/28/2022	11.910	2.020	74.170	-29.810	-29.910	-41.590	-75.980	-27.300	91.105	90.670	90.272	90.210	73.291	90.375	90.375	-9999999999.990	49.685	90.375	90.375	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	351.000	6715.000	770.550
"Absolute Software Corp"	"ABST"	"N - New York"	"57  - Technology"	"57201010 - IT Services & Consulting"	0.570	52.191	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	0.000	0.000	-9999999999.990	-9999999999.990	0.000	0.000	719.500	-9999999999.990	9.740	45.940	77.400	-18.900	-17.810	3.950	15.400	22.980	40.520	8.340	11/28/2022	12.585	6.790	94.170	-21.620	-17.160	2.380	24.830	2.850	51.421	51.065	50.728	50.073	49.673	47.641	49.334	48.983	50.381	47.132	42.138	40.870	40.029	39.083	40.487	-9999999999.990	01/02/2008	2.000	88.000	2573.000	1253.050
"Abbott Laboratories"	"ABT"	"N - New York"	"56  - Healthcare"	"56101020 - Medical Equipment, Supplies & Distribution"	0.700	1730.769	0.400	2.000	-136.000	12.000	148.000	284.000	76.200	3297.000	45401.000	42300.000	186492.700	-0.010	105.390	73.910	73.900	6.520	3.490	-9.680	7.200	9.360	21.960	-16.280	11/28/2022	142.600	93.250	101.790	2.940	4.300	-11.040	-3.540	-0.110	1752.968	1753.865	1761.911	1769.390	1774.516	1779.203	1776.842	1775.502	1775.000	1773.000	1768.000	1758.000	1740.000	1477.000	1496.000	-9999999999.990	06/01/1998	2.000	4138.000	124547.000	656300.420
"Arbutus Biopharma Corp"	"ABUS"	"M - Nasdaq"	"56  - Healthcare"	"56201040 - Pharmaceuticals"	2.210	116.148	-9999999999.990	0.000	0.000	0.000	0.000	0.000	30.000	171.000	5913.000	3566.000	417.800	0.000	2.580	39.690	39.700	10.260	13.160	4.030	15.600	70.650	114.400	-17.570	11/28/2022	6.500	1.850	110.020	6.560	14.050	2.470	-5.030	2.370	150.995	148.750	148.428	133.447	101.286	96.870	93.434	86.315	106.243	75.835	57.094	55.304	54.723	53.074	45.462	-9999999999.990	/  /	-9999999999.990	1101.000	18293.000	2359.800
"Barrick Gold Corp"	"ABX"	"A - American"	"51  - Basic Materials"	"51201060 - Metals & Mining - Gold"	0.120	1756.266	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	0.000	0.000	70.500	889.000	60192.000	78820.000	37865.400	-9999999999.990	15.500	59.460	59.500	3.130	0.980	-24.760	-2.600	3.710	37.560	-20.020	11/28/2022	26.070	13.010	98.610	-0.330	1.770	-25.890	-7.850	1.090	1768.000	1777.000	1779.000	1779.000	1779.000	1779.000	1778.000	1778.000	1779.000	1778.000	1758.000	1167.000	1166.000	1165.000	1165.000	-9999999999.990	/  /	-9999999999.990	16346.000	464026.000	359620.150
"Arcosa Inc"	"ACA"	"N - New York"	"52  - Industrials"	"52201020 - Construction & Engineering"	0.500	47.837	0.900	0.000	-121.000	6.000	0.000	121.000	92.000	373.000	1925.000	2380.000	2871.300	-0.250	58.290	85.140	88.600	-9.210	-4.330	7.010	14.100	16.970	27.030	6.950	11/28/2022	65.800	43.420	104.060	-12.250	-3.580	5.400	23.230	4.250	48.300	48.300	48.200	48.100	48.200	48.100	48.000	48.000	48.100	48.000	47.900	48.800	48.766	48.766	48.766	-9999999999.990	/  /	-9999999999.990	164.000	4186.000	12200.100
"Atlantic Coastal Acquisition C"	"ACAB"	"M - Nasdaq"	"55  - Financials"	"55601010 - Investment Holding Companies"	-9999999999.990	30.000	0.000	0.000	0.000	0.000	0.000	0.000	79.000	58.000	2174.000	1226.000	378.400	0.000	10.100	-9999999999.990	99.900	0.280	1.000	1.710	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	11/28/2022	10.110	9.870	-9999999999.990	-3.080	1.800	0.180	-9999999999.990	-9999999999.990	37.500	37.500	30.961	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	37.500	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	14.000	510.000	257.550
"ACADIA Pharmaceuticals Inc"	"ACAD"	"M - Nasdaq"	"56  - Healthcare"	"56202010 - Biotechnology & Medical Research"	0.600	161.700	0.100	4.000	45.000	3.000	51.000	7.000	94.900	316.000	11323.000	9888.000	2446.800	0.030	14.770	25.760	52.600	-7.860	-10.320	-13.530	-31.200	-24.310	46.870	-21.390	11/28/2022	28.055	12.240	95.940	-10.950	-9.610	-14.830	-9.430	-0.990	161.852	161.654	161.231	163.019	160.663	160.421	160.011	159.275	160.493	157.331	147.199	126.583	122.600	115.858	100.630	-9999999999.990	/  /	-9999999999.990	829.000	30172.000	22282.020
"Atlantic Coastal Acquisition C"	"ACAH"	"M - Nasdaq"	"55  - Financials"	"55601010 - Investment Holding Companies"	-9999999999.990	34.500	-9999999999.990	0.000	0.000	0.000	0.000	0.000	96.000	98.000	3249.000	4065.000	427.400	0.000	9.910	99.200	99.500	-0.100	0.920	1.540	-9999999999.990	-9999999999.990	-9999999999.990	1.230	11/28/2022	9.955	9.710	100.680	-3.450	1.710	0.010	16.630	3.520	43.125	43.125	43.125	43.192	43.125	43.030	38.625	-9999999999.990	35.877	37.500	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	35.000	768.000	380.540
"Athena Consumer Acquisition Co"	"ACAQ"	"N - New York"	"55  - Financials"	"55601010 - Investment Holding Companies"	-9999999999.990	14.950	-9999999999.990	0.000	0.000	0.000	0.000	0.000	91.900	67.000	2766.000	682.000	328.000	-9999999999.990	10.230	-9999999999.990	99.700	1.290	1.590	2.200	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	11/28/2022	10.260	9.850	-9999999999.990	-2.110	2.390	0.660	-9999999999.990	-9999999999.990	-9999999999.990	32.110	31.050	32.110	28.000	28.000	-9999999999.990	-9999999999.990	32.110	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	/  /	-9999999999.990	214.000	947.000	484.390
